State,Program/Opportunity Name,"Grade Levels
(Key: 0 - K and under, 13 - over high school)",,Eligibility Requirements,Cost/Funding,Cost/Funding Breakdown,,,,Deadlines,Deadlines,,Website/Link,Category (Type of Opportunity),"Field (Area of Focus)
Original",Delivery Context (Where Offered),Notes,,,,,,,,,,,,,,,,
Kentucky,Governor's Cup,4,12,Students must attend a member school.,Membership fees are $450 for middle and high school divisions.,450.00,Y,N,,District competitions are in January.,,January,https://kaac.com/governors-cup/,Competition,"Multidisciplinary, STEM, Arts & Humanities",At School,Kentucky's premier academic competition. This is a flagship statewide program.,,,,,,,,,,,,,,,,
Kentucky,Governor's Scholars Program (GSP),11,11,Be a current Kentucky resident completing their junior year in high school.,No charge to students.,,N,,,Applications are due in late September or early October.,,October,https://gsp.ky.gov/about/Pages/default.aspx,Academic Program,"Multidisciplinary, Leadership",Outside School,"A five-week, residential summer program for outstanding Kentucky students.",,,,,,,,,,,,,,,,
Kentucky,The Governor's School for the Arts (GSA),8,11,All current 8th-11th grade students are eligible to apply. Students must audition or present a visual arts portfolio for acceptance.,No tuition fee for students to participate.,,N,,,"The application deadline is December 5, 2025.",,December,https://www.gsarts.org/admissions,Academic Program,Arts & Humanities,Outside School,This is a summer program for students interested in arts. This is a flagship statewide program.,,,,,,,,,,,,,,,,
Kentucky,Kentucky Educational Excellence Scholarship (KEES),9,12,Must earn at least a 2.5 GPA in high school.,"Varies, based on GPA and ACT/SAT scores.",,,,,Based on high school graduation.,Spring,,https://www.kheaa.com/web/scholarships-grants.faces,Scholarship,Multidisciplinary,Outside School,A merit-based scholarship for Kentucky residents that may be used for up to five years from high school graduation.,,,,,,,,,,,,,,,,
Kentucky,Kentucky FFA Association,6,12,Enrollment in agricultural education,$27 ,27.00,Y,N,,Year-round; state convention spring,Rolling Admission,,https://kyffa.org/,Club,Leadership,At School,CDE/LDE competitions; leadership conferences,,,,,,,,,,,,,,,,
Kentucky,Kentucky HOSA – Future Health Professionals,9,12,Active HOSA chapter; membership,$10 ,10.00,Y,N,,Deadlines vary; state conference spring,Varies,,https://www.kyhosa.org/,Club,Health,At School,Health science leadership and competitions,,,,,,,,,,,,,,,,
Kentucky,Kentucky Junior Golf Foundation,6,12,Open to KY junior golfers,$80; scholarships available,80.00,Y,Y,,Seasonal tournaments throughout year,Seasonal,,https://www.kygolf.org/junior-golf/,Competition,Sports,Outside School,"Junior golf tournaments, scholarships, and leadership programs",,,,,,,,,,,,,,,,
Kentucky,Kentucky Science & Engineering Fair (KY-SEF),6,12,Advance from regional fairs; ISEF rules,$15 ,15.00,Y,N,,Late March,,March,https://kysciencefair.org/,Competition,Science,Outside School,State ISEF-affiliated fair,,,,,,,,,,,,,,,,
Kentucky,Kentucky Virtual Academy (KYVA),0,12,Any student residing in Kentucky is eligible for full-time enrollment.,Tuition-free.,,N,,,Rolling admissions.,Rolling Admission,,https://www.k12.com/kentucky-online-schools/,Academic Program,Multidisciplinary,At School,This is a tuition-free online public school that provides certified teachers and instructional materials.,,,,,,,,,,,,,,,,
Kentucky,Kentucky Youth Assembly (KYA) – KY YMCA,6,12,Delegation participation; registration,$300; financial aid available,300.00,Y,Y,,Fall/Winter sessions,Seasonal,,https://www.kyymca.org/programs/kya/,Academic Program,Leadership,Outside School,Model Kentucky government with chambers & courts,,,,,,,,,,,,,,,,
Kentucky,Read to Achieve Grant Program,1,5,Public elementary schools serving primary students are eligible to apply.,Scholarship,,,,School-funded,"The submission deadline was February 3, 2014.",,February,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/3494/Ccs/3a831ad3-4004-4a26-b622-850df6a5d8e4/Final_Read_to_Achieve_Grant.pdf?disposition=inline,Academic Program,Multidisciplinary,At School,This program focuses on reading diagnostic and intensive reading intervention for struggling readers.,,,,,,,,,,,,,,,,
Kentucky,Work Ready Kentucky Scholarship,12,13,Kentucky resident who has not yet earned a college degree.,This scholarship helps pay for training in high-demand fields.,,,,,Varies.,Varies,,https://www.kentucky.gov/Education/Pages/default.aspx,Scholarship,"Multidisciplinary, Trades",Outside School,This scholarship helps students pursue a certificate or diploma in a high-demand industry.,,,,,,,,,,,,,,,,
Louisiana,Chafee Educational and Training Voucher (ETV) Program,11,13,Qualified students who have been in the foster care system.,"$5,000 per academic year to assist with college costs.",,Y,Y,,Varies.,Varies,,https://mylosfa.la.gov/students-parents/scholarships-grants/,Scholarship,Multidisciplinary,Outside School,This program awards money to help students who were in the foster care system with the costs of postsecondary education.,,,,,,,,,,,,,,,,
Louisiana,Charter Schools,0,12,Publicly funded and open to all students.,Publicly funded.,,N,,School-funded,Varies.,Varies,,https://doe.louisiana.gov/topic-pages/louisiana-school-choice,Academic Program,Multidisciplinary,At School,These schools offer innovative approaches to education and are accountable to state standards.,,,,,,,,,,,,,,,,
Louisiana,Halliburton XCITE,9,12,Female students entering grades 9th-12th.,Tuition-free.,,N,,,The 7-day program takes place in the summer.,Summer,,https://www.lsu.edu/summer/highschool.php,Academic Program,STEM,Outside School,A residential camp where female students explore various aspects of engineering.,,,,,,,,,,,,,,,,
Louisiana,LA GATOR Scholarship Program,0,12,Students must be residents of Louisiana.,"Parents receive an account to be used for tuition, fees, tutoring, and other educational resources.",,,,,"Applications for the 2025 program opened on February 27, 2025.",,February,https://doe.louisiana.gov/topic-pages/louisiana-school-choice,Scholarship,Multidisciplinary,Outside School,This new program provides education scholarship accounts to Louisiana families. This is a flagship statewide program.,,,,,,,,,,,,,,,,
Louisiana,LDOE High School Summer Internship Program,10,12,"The prospective candidate must be at least 16 years of age, enrolled in a secondary educational institution in East Baton Rouge Parish, and recommended by a school counselor.",Scholarship,,,,,"Applications are open until April 7, 2025.",,April,https://doe.louisiana.gov/families-and-students/military-families/2025/04/03/ldoe-launches-high-school-summer-internship-program,Other,Multidisciplinary,Outside School,A hands-on learning opportunity that reflects the state's commitment to expanding real-world opportunities for students.,,,,,,,,,,,,,,,,
Louisiana,Louisiana Virtual Charter Academy,0,12,Students must be residents of Louisiana.,Tuition-free.,,N,,,Rolling admissions.,Rolling Admission,,https://www.k12.com/louisiana-online-schools/,Academic Program,Multidisciplinary,At School,A tuition-free online public school with a range of extracurricular activities and college credits.,,,,,,,,,,,,,,,,
Louisiana,Red Cross Clubs,6,13,Students on school campuses.,The cost for an Adult & Pediatric CPR/AED and First Aid course is $50 for UL Lafayette students and $60 for all others.,60.00,Y,N,,Registration is due one week before the first class.,Fall,,https://www.redcross.org/local/louisiana/volunteer/youth-services.html,Club,"Leadership, Community Service",At School,These are student-led organizations that align with the Red Cross's humanitarian mission.,,,,,,,,,,,,,,,,
Louisiana,TOPS (Taylor Opportunity Program for Students),12,13,Louisiana resident who attends an approved college or university.,A merit-based program of state aid for tuition.,,,,School-funded,Varies.,Varies,,https://mylosfa.la.gov/students-parents/scholarships-grants/,Scholarship,Multidisciplinary,Outside School,A flagship program of state merit-based aid for Louisiana residents.,,,,,,,,,,,,,,,,
Maine,Extended Learning Opportunity Program (ELO),0,12,Students must be residents of Louisiana.,Publicly funded.,,N,,School-funded,Year-round.,Rolling Admission,,https://www.maine.gov/doe/learning/elo,Other,Multidisciplinary,"At School, Outside School",ELOs are experiences outside of the traditional classroom that focus on community-based career exploration.,,,,,,,,,,,,,,,,
Maine,Inside Medicine Program,9,12,Current high school students in the classes of 2026-2029.,Free.,,N,,,Virtual sessions take place on second Wednesdays from October to February.,,October,https://www.careersatmainehealth.org/pages/students,Academic Program,Health / Medicine,Outside School,"A virtual, statewide program where high school students explore the world of medicine with professionals.",,,,,,,,,,,,,,,,
Maine,Maine Center for Research in STEM Education,10,12,K-12 educators.,The cost is $300 for a one-day training.,300.00,Y,N,,Applications received by January 6 will receive full consideration.,,January,https://umaine.edu/risecenter/k-12/,Academic Program,STEM,At School,This center offers professional learning opportunities to K-12 educators to support STEM education.,,,,,,,,,,,,,,,,
Maine,Maine Girls Collaborative Project,0,12,Girls in Maine.,Publicly funded.,,N,,School-funded,Year-round.,Rolling Admission,,https://pathwaystoscience.org/maine.aspx?sort=programs&subsort=usergroup&subsubsort=HighSchool_High+School+Students,Other,STEM,Outside School,A project that brings together organizations committed to informing and motivating girls to pursue STEM careers.,,,,,,,,,,,,,,,,
Maine,Maine Medical Center Junior Volunteers Program,9,12,Students between the ages of 14-17.,Unpaid (volunteer).,,,,,Year-round.,Rolling Admission,,https://www.careersatmainehealth.org/pages/students,Volunteer/Service,Health / Medicine,Outside School,A year-round program that offers students the opportunity to volunteer in a hospital setting.,,,,,,,,,,,,,,,,
Maine,Maine Medical Center Summer Internship Program,12,12,Post-secondary students.,Paid with a stipend for eligible interns.,,,,,10-week session from June to early August.,,June,https://www.careersatmainehealth.org/pages/students,Other,Health / Medicine,Outside School,A program geared towards non-clinical departments to provide hands-on experience within a healthcare system.,,,,,,,,,,,,,,,,
Maine,Maine Out of School Time (MOST),4,6,Students going into 4th-6th grade.,Unspecified,,,,,The program was offered in the summer of 2024.,Summer,,https://www.maine.gov/doe/learning/elo,Other,Multidisciplinary,Outside School,This program provides young students with intentional and hands-on career exploration.,,,,,,,,,,,,,,,,
Maine,Maine STEM Collaborative,0,12,Maine students.,Scholarship,,N,,,Year-round.,Rolling Admission,,https://pathwaystoscience.org/maine.aspx?sort=programs&subsort=usergroup&subsubsort=HighSchool_High+School+Students,Other,STEM,At School,A statewide movement with the goal of ensuring Maine students have essential STEM knowledge and skills.,,,,,,,,,,,,,,,,
Maryland,3D Scholars,9,12,Only rising 9th grade students may apply.,scholarship supported,,N,,,December 12,,December,https://www.pgcps.org/about-pgcps/applications/3d-scholars,Academic Program,Multidisciplinary,Through School,"• Sudents earn credits towards an AS degree while in HS, complete it at Prince George's Community College (PGCC) , and are then awarded a scholarship to University of Maryland Global Campus to earn their bachelor's degree. 
• Available courses of study  are: Business Administration, Criminal Justice, and Computer Networks and Cybersecurity.",,,,,,,,,,,,,,,,
Maryland,Associate of Arts (AAT) Program,9,12,Students interested in pursuing a teaching career.,Scholarship,,N,,,Year-round.,Rolling Admission,,https://teach.maryland.gov/Pages/Current-High-School-Student.aspx,Academic Program,Education,At School,This program is offered at Maryland's two-year community colleges and is designed to link up with four-year teacher preparation programs.,,,,,,,,,,,,,,,,
Maryland,BOOST Scholarship Program,0,12,"• Qualify for free and reduced-price meals
• Be enrolled or accepted at a participating nonpublic school ",State funded,,N,,School-funded,May 9,,May,https://marylandpublicschools.org/Pages/boost/index.aspx,Scholarship,Multidisciplinary,At School,"• Granted by Maryland's dept. of education.
• Provides scholarship awards for low income students in participating private schools
• Priority is given to repeated recipients",,,,,,,,,,,,,,,,
Maryland,Homework Club I,1,6,"Students living in Kimberly Gardens, a low-income residential complex.",Scholarship,,N,,,Year-round.,Rolling Admission,,https://risefirst.org/resources/resource-directory?location=Maryland&life_stage=High%20School%20Student&category=Program,Other,Multidisciplinary,At School,This program is staffed by certified teachers who provide homework assistance and academic support.,,,,,,,,,,,,,,,,
Maryland,Homework Club II,7,12,"Students living in Kimberly Gardens, a low-income residential complex.",Scholarship,,N,,,Year-round.,Rolling Admission,,https://risefirst.org/resources/resource-directory?location=Maryland&life_stage=High%20School%20Student&category=Program,Other,Multidisciplinary,At School,This program is staffed by certified teachers who provide homework assistance and academic support.,,,,,,,,,,,,,,,,
Maryland,Kennedy Krieger School Programs,1,13,"Students with complex disabilities, including learning challenges and autism spectrum disorders.",Scholarship,,N,,,Year-round.,Rolling Admission,,https://www.kennedykrieger.org/schools-and-education,Academic Program,Special Education,At School,"These schools provide instruction that focuses on the development of academic, social, emotional, and behavioral skills.",,,,,,,,,,,,,,,,
Maryland,Leadership Academy for Social Justice (LASJ),9,12,Be a Montgomery County student,"• Free
• school funded",,N,,School-funded,November 7,,November,https://docs.google.com/presentation/d/1S6RgY50MHw9RrdxvWeU_3vrqIh47r3U1hvNtpBT7UDY/edit?slide=id.g3043db1a396_0_1047#slide=id.g3043db1a396_0_1047,Academic Program,Multidisciplinary,At School,"• Student completes a series of classes alonside other extracurricular activities to receive a certificate of merit, alongside other perks
• Similar to NHS
• Small in scope",,,,,,,,,,,,,,,,
Maryland,Maryland Leadership Workshops (MLW),6,12,Students must be residents of Louisiana.,Publicly funded.,,N,,School-funded,Year-round.,Rolling Admission,,https://www.gfs.org/academics/upper-school/enrichment-opportunities,Academic Program,Multidisciplinary,Outside School,These are week-long residential leadership development programs for middle and high school students. This is a flagship statewide program.,,,,,,,,,,,,,,,,
Maryland,MD Girls State,12,12,"• Rising female high school
• ?1 semester remaining in senior year
• No participation in other Girls States","• free
• privately funded",,N,,Privately-funded,May 1,,May,https://mdboysgirlsstate.org/girls-state,Academic Program,Leadership,Outside School,"• One week program with a myriad of activities focsing on ""responsibilities of citizenship and the ideals of Americanism""
• Offered statewide
• Students live on campus during the duration of the program",,,,,,,,,,,,,,,,
Maryland,Meals on Wheels - Meal Delivery,9,12,"• Be 18 years of age or accompanied by an adult/ guardian.
• Hold a valid driver’s license.
• Have access to your own reliable vehicle.
• Pass a background check
",privately funded,,N,,Privately-funded,Rolling admission,Rolling Admission,,https://mealsonwheelsmd.org/volunteer/meal-delivery/,Volunteer/Service,Leadership,Outside School,"• Students deliver food door to door to disabled individuals
• There is no specific grade range specified in the page, but since the requirements ask for a driver's license, I'm assuming the student needs to be at least in HS",,,,,,,,,,,,,,,,
Maryland,"Pathways in Technology Early College 
High School (P-TECH)",9,12,Only rising 9th grade students may apply.,scholarship supported,,N,,,December 12,,December,https://www.pgcps.org/about-pgcps/applications/p-tech,Academic Program,Health,Through School,"• Same as The Academy of Health 
Sciences , but its offered pathways are more technology oriented",,,,,,,,,,,,,,,,
Maryland,Pre-College Summer Intensive,9,12,"• Submit 4 art pieces/ design work
• $25 application fee","Tuition varies from $2,725 - $7,700 depending on length of 
the session (2 or 4 weeks) and whether or not the student is a commuter",,,,,April 30,,April,https://www.mica.edu/academics/non-degree-learning-opportunities/programs-for-teens/precollege/,Academic Program,Arts,Outside School,"• Summer pre-college classes offered by Maryland Institute College of Art (MICA)
• College credit
• MICA does not offer finantial aid for this particular program",,,,,,,,,,,,,,,,
Maryland,Public Service Internship,12,12,High school seniors in Maryland's Second Congressional District who are participating in a school-sponsored work/study program.,Scholarship,,,,,Year-round.,Rolling Admission,,https://www.gfs.org/academics/upper-school/enrichment-opportunities,Other,"Public Service, Leadership",Outside School,This program gives exceptional students a hands-on experience in public service and the legislative process.,,,,,,,,,,,,,,,,
